date,time,tempC,tempF,windspeedMiles,windspeedKmph,winddirdegree,winddir16point,weatherCode,weatherIconUrl,weatherDesc,precipMM,humidity,visibilityKm,pressureMB,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF
2018-09-15,300,12,53,7,12,261,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,91,10,1023,17,12,53,11,51,11,51,13,21,11,51
2018-09-15,400,12,53,7,12,262,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,91,10,1023,17,12,53,10,51,11,51,13,21,11,51
2018-09-15,500,12,53,7,11,264,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,91,10,1023,16,12,53,10,51,10,51,13,20,10,51
2018-09-15,600,12,53,7,11,266,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,92,10,1024,15,12,53,10,51,10,51,12,20,10,51
2018-09-15,700,13,56,8,12,267,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,85,10,1024,20,13,56,11,51,12,54,12,19,12,54
2018-09-15,800,15,58,8,13,268,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,78,10,1024,26,15,58,11,51,14,58,11,18,14,58
2018-09-15,900,16,61,9,14,269,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,71,10,1025,31,16,61,11,52,16,61,10,17,16,61
2018-09-15,1000,17,63,9,14,262,W,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,67,10,1025,42,17,63,11,52,17,63,10,17,17,63
2018-09-15,1100,18,64,9,15,255,WSW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,63,10,1025,54,18,64,11,51,18,64,10,17,18,64
2018-09-15,1200,19,66,9,15,249,WSW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,59,10,1025,66,19,66,11,51,19,66,11,17,19,66
2018-09-15,1300,19,66,10,15,243,WSW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,60,10,1025,71,19,66,11,52,19,66,11,18,19,66
2018-09-15,1400,19,66,10,16,238,WSW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,61,10,1024,77,19,66,11,52,19,66,12,19,19,66
2018-09-15,1500,19,65,10,17,233,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,62,10,1024,82,19,65,11,52,19,65,13,21,19,65
2018-09-15,1600,18,64,10,16,231,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,68,10,1024,62,18,64,12,53,18,64,13,20,18,64
2018-09-15,1700,17,62,9,15,229,SW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,73,10,1023,42,17,62,12,53,17,62,12,20,17,62
2018-09-15,1800,16,60,9,14,226,SW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,79,10,1023,22,16,60,12,54,16,60,12,20,16,60
2018-09-15,1900,15,59,8,12,224,SW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,82,10,1023,27,15,59,12,54,15,59,12,19,15,59
2018-09-15,2000,15,58,7,11,221,SW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,86,10,1023,33,15,58,12,54,14,58,11,17,14,58
2018-09-15,2100,14,57,6,9,219,SW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,90,10,1023,38,14,57,12,54,13,56,10,16,13,56
2018-09-15,2200,14,58,7,11,210,SSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,87,10,1023,41,14,58,12,54,14,57,12,19,14,57
2018-09-15,2300,15,58,8,13,201,SSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,84,10,1022,44,15,58,12,53,14,57,13,21,14,57
2018-09-16,0,15,59,9,15,192,SSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,81,10,1022,47,15,59,12,53,14,57,15,23,14,57
2018-09-16,100,15,59,9,15,190,S,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,84,10,1021,43,15,59,12,54,14,57,15,24,14,57
2018-09-16,200,14,58,9,14,188,S,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,87,10,1021,39,14,58,12,54,14,56,15,25,14,56
2018-09-16,300,14,58,9,14,187,S,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,90,10,1020,36,14,58,13,55,13,56,16,25,13,56
2018-09-16,400,14,58,9,14,189,S,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,89,10,1020,41,14,58,13,55,13,56,16,26,13,56
2018-09-16,500,14,58,9,15,192,SSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,88,10,1020,45,14,58,12,54,13,56,16,26,13,56
2018-09-16,600,15,58,9,15,195,SSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,87,10,1019,50,15,58,12,54,14,56,16,26,14,56
2018-09-16,700,16,60,10,16,200,SSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,82,10,1019,60,16,60,13,55,15,59,16,26,15,59
2018-09-16,800,17,62,11,18,206,SSW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,77,10,1019,71,17,62,13,55,17,62,16,26,17,62
2018-09-16,900,18,64,12,20,211,SSW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,72,10,1019,81,18,64,13,55,18,64,16,26,18,64
2018-09-16,1000,19,66,13,21,212,SSW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,67,10,1019,57,19,66,13,55,19,66,16,26,19,66
2018-09-16,1100,20,67,14,22,214,SSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,62,10,1019,32,20,67,12,54,20,67,16,26,20,67
2018-09-16,1200,20,69,14,23,215,SW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,58,10,1019,8,20,69,12,53,20,69,17,27,20,69
2018-09-16,1300,20,68,14,23,217,SW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,61,10,1018,10,20,68,12,54,20,68,17,27,20,68
2018-09-16,1400,20,68,15,24,220,SW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,64,10,1018,12,20,68,13,55,20,68,17,27,20,68
2018-09-16,1500,20,68,15,24,222,SW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,67,10,1018,14,20,68,14,57,20,68,17,27,20,68
2018-09-16,1600,19,66,13,21,222,SW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,73,10,1018,39,19,66,14,58,19,66,17,27,19,66
2018-09-16,1700,18,65,12,19,222,SW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,80,10,1018,64,18,65,15,58,18,65,16,26,18,65
2018-09-16,1800,17,63,10,17,221,SW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,87,10,1018,89,17,63,15,59,17,63,16,26,17,63
2018-09-16,1900,17,63,10,16,220,SW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,89,10,1018,92,17,63,15,60,17,63,15,25,17,63
2018-09-16,2000,17,63,10,16,220,SW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,91,10,1018,96,17,63,16,60,17,63,15,24,17,63
2018-09-16,2100,17,63,10,15,219,SW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,93,10,1018,100,17,63,16,61,17,63,14,23,17,63
2018-09-16,2200,17,63,10,15,223,SW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,93,10,1018,100,17,63,16,61,17,63,14,22,17,63
2018-09-16,2300,17,63,9,15,226,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,94,10,1018,100,17,63,16,61,17,63,14,22,17,63
2018-09-17,0,17,63,9,15,230,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,94,10,1018,100,17,63,16,62,17,63,13,22,17,63
2018-09-17,100,17,63,10,16,223,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,93,10,1018,98,17,63,16,61,17,63,14,23,17,63
2018-09-17,200,17,63,10,17,216,SW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,92,10,1017,96,17,63,16,61,17,63,16,25,17,63
2018-09-17,300,17,63,11,18,209,SSW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,91,10,1017,95,17,63,16,60,17,63,17,27,17,63
2018-09-17,400,17,63,11,17,205,SSW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,90,10,1017,96,17,63,15,60,17,63,16,26,17,63
2018-09-17,500,17,62,10,16,201,SSW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,90,10,1016,98,17,62,15,59,17,62,16,26,17,62
2018-09-17,600,17,62,10,16,197,SSW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,90,10,1016,100,17,62,15,59,17,62,16,25,17,62
2018-09-17,700,18,64,11,17,197,SSW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,86,10,1016,88,18,64,15,59,18,64,15,25,18,64
2018-09-17,800,19,65,11,18,196,SSW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,82,10,1016,76,19,65,15,60,19,65,15,24,19,65
2018-09-17,900,20,67,12,20,196,SSW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,79,10,1016,64,20,67,16,60,20,67,15,24,20,67
2018-09-17,1000,20,68,12,20,193,SSW,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,75,10,1015,46,20,68,15,60,20,68,15,24,20,68
2018-09-17,1100,20,69,12,20,190,S,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,72,10,1015,29,20,69,15,59,20,69,15,23,20,69
2018-09-17,1200,21,69,13,20,188,S,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,68,10,1015,12,21,69,15,59,21,69,14,23,21,69
2018-09-17,1300,21,69,12,20,184,S,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,64,10,1014,8,21,69,14,57,21,69,15,24,21,69
2018-09-17,1400,21,69,12,19,181,S,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,59,10,1013,5,21,69,13,55,21,69,16,25,21,69
2018-09-17,1500,21,69,12,19,178,S,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,55,10,1012,2,21,69,11,53,21,69,16,26,21,69
2018-09-17,1600,20,68,11,17,168,SSE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,59,10,1011,1,20,68,12,53,20,68,15,24,20,68
2018-09-17,1700,19,67,9,15,158,SSE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,63,10,1010,1,19,67,12,54,19,67,14,23,19,67
2018-09-17,1800,19,65,8,13,147,SSE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,68,10,1010,0,19,65,12,54,19,65,13,22,19,65
2018-09-17,1900,18,65,9,15,149,SSE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,68,10,1009,0,18,65,12,54,18,65,16,26,18,65
2018-09-17,2000,18,65,10,16,151,SSE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,69,10,1009,0,18,65,12,54,18,65,19,31,18,65
2018-09-17,2100,18,64,11,17,153,SSE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,69,10,1009,0,18,64,12,54,18,64,22,36,18,64
2018-09-17,2200,18,64,12,19,166,SSE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,73,10,1008,0,18,64,13,55,18,64,23,37,18,64
2018-09-17,2300,18,64,13,21,179,S,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,76,10,1007,0,18,64,14,56,18,64,24,39,18,64
2018-09-18,0,18,64,15,24,193,SSW,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,79,10,1007,0,18,64,14,57,18,64,26,41,18,64
2018-09-18,100,18,64,17,27,198,SSW,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,81,10,1006,25,18,64,15,58,18,64,28,45,18,64
2018-09-18,200,18,64,19,31,204,SSW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,83,10,1006,50,18,64,15,59,18,64,30,48,18,64
2018-09-18,300,18,64,21,35,209,SSW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,85,10,1005,75,18,64,15,60,18,64,32,52,18,64
2018-09-18,400,18,64,22,35,215,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,84,10,1006,81,18,64,15,59,18,64,33,52,18,64
2018-09-18,500,18,64,22,36,220,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,83,10,1006,86,18,64,15,58,18,64,33,53,18,64
2018-09-18,600,17,63,22,36,226,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,82,10,1006,91,17,63,14,58,17,63,33,53,17,63
2018-09-18,700,18,64,22,36,230,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,80,10,1007,94,18,64,14,57,18,64,32,51,18,64
2018-09-18,800,18,64,22,35,234,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,77,10,1008,97,18,64,14,57,18,64,30,49,18,64
2018-09-18,900,18,64,21,35,239,WSW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,75,10,1008,100,18,64,14,56,18,64,29,47,18,64
2018-09-18,1000,18,65,21,33,239,WSW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,73,10,1009,96,18,65,13,56,18,65,27,43,18,65
2018-09-18,1100,19,65,20,32,239,WSW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,71,10,1010,92,19,65,13,56,19,65,25,39,19,65
2018-09-18,1200,19,66,19,31,240,WSW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,69,10,1011,88,19,66,13,56,19,66,22,36,19,66
2018-09-18,1300,19,66,18,30,236,WSW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,71,10,1011,90,19,66,13,56,19,66,22,36,19,66
2018-09-18,1400,19,65,17,28,233,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,73,10,1011,92,19,65,14,57,19,65,22,35,19,65
2018-09-18,1500,18,65,17,27,229,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,75,10,1012,93,18,65,14,57,18,65,22,35,18,65
2018-09-18,1600,18,65,16,26,227,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,76,10,1012,93,18,65,14,57,18,65,23,36,18,65
2018-09-18,1700,18,65,16,26,226,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,78,10,1012,92,18,65,14,57,18,65,23,38,18,65
2018-09-18,1800,18,64,16,25,224,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,79,10,1012,92,18,64,14,58,18,64,24,39,18,64
2018-09-18,1900,17,62,16,26,223,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,79,10,1012,81,18,64,14,58,17,62,25,40,17,62
2018-09-18,2000,15,59,16,26,222,SW,353,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Light rain shower,0.2,78,10,1012,71,18,64,14,57,15,59,25,41,15,59
2018-09-18,2100,14,57,17,27,221,SW,353,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Light rain shower,0.2,78,10,1013,60,18,64,14,57,14,57,26,42,14,57
2018-09-18,2200,15,59,16,26,220,SW,353,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Light rain shower,0.2,79,10,1013,67,18,64,14,57,15,59,25,41,15,59
2018-09-18,2300,16,61,16,26,220,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,80,10,1013,73,18,64,14,58,16,61,25,40,16,61
2018-09-19,0,18,64,16,25,219,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,81,10,1013,80,18,64,14,58,18,64,24,39,18,64
2018-09-19,100,18,64,16,25,219,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,81,10,1013,82,18,64,14,58,18,64,25,40,18,64
2018-09-19,200,17,63,16,26,218,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,82,10,1012,84,17,63,14,58,17,63,25,40,17,63
2018-09-19,300,17,63,16,26,218,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,83,10,1012,86,17,63,14,58,17,63,25,41,17,63
2018-09-19,400,17,63,16,27,218,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,84,10,1012,89,17,63,15,58,17,63,25,41,17,63
2018-09-19,500,17,63,17,27,218,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,85,10,1012,92,17,63,15,58,17,63,26,41,17,63
2018-09-19,600,17,63,17,28,217,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,86,10,1012,95,17,63,15,59,17,63,26,41,17,63
2018-09-19,700,18,64,19,30,219,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.2,84,10,1012,95,18,64,15,59,18,64,27,43,18,64
2018-09-19,800,18,65,21,33,220,SW,353,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.2,81,10,1012,94,18,65,15,59,18,65,28,45,18,65
2018-09-19,900,19,66,22,36,222,SW,353,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.3,79,10,1012,93,19,66,15,59,19,66,29,46,19,66
2018-09-19,1000,19,66,23,37,223,SW,353,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.4,80,10,1012,94,19,66,15,59,19,66,30,48,19,66
2018-09-19,1100,19,65,23,38,224,SW,353,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.4,81,10,1012,96,19,65,15,60,19,65,31,50,19,65
2018-09-19,1200,19,65,24,39,224,SW,353,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.5,82,10,1013,97,19,65,15,60,19,65,33,53,19,65
2018-09-19,1300,19,66,24,38,227,SW,353,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.4,78,10,1013,84,19,66,15,59,19,66,31,50,19,66
2018-09-19,1400,20,67,23,37,230,SW,353,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.4,75,10,1013,71,20,67,15,59,20,67,29,47,20,67
2018-09-19,1500,20,68,23,37,233,SW,353,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.3,71,10,1013,59,20,68,15,58,20,68,28,45,20,68
2018-09-19,1600,19,67,21,34,235,SW,353,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.2,75,10,1013,71,19,67,15,58,19,67,27,43,19,67
2018-09-19,1700,19,65,19,31,237,WSW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.1,78,10,1014,83,19,65,15,58,19,65,26,42,19,65
2018-09-19,1800,18,64,17,28,239,WSW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,82,10,1014,95,18,64,15,58,18,64,25,40,18,64
2018-09-19,1900,17,63,16,25,239,WSW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,84,10,1015,83,17,63,15,58,17,63,23,37,17,63
2018-09-19,2000,17,62,14,22,239,WSW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,87,10,1015,70,17,62,14,58,17,62,21,35,17,62
2018-09-19,2100,16,61,12,19,240,WSW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,90,10,1016,58,16,61,14,58,16,61,20,32,16,61
2018-09-19,2200,16,60,11,18,229,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,90,10,1016,60,16,60,14,57,15,59,19,30,15,59
2018-09-19,2300,15,59,11,18,219,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,90,10,1015,62,15,59,14,57,15,58,18,29,15,58
2018-09-20,0,15,59,10,17,209,SSW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,91,10,1015,64,15,59,13,56,14,57,17,28,14,57
2018-09-20,100,16,60,13,21,212,SSW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,90,10,1014,76,16,60,14,57,15,59,20,33,15,59
2018-09-20,200,16,62,16,25,215,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,89,10,1014,88,16,62,15,58,16,61,23,38,16,61
2018-09-20,300,17,63,18,29,218,SW,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,87,10,1013,100,17,63,15,59,17,63,26,42,17,63
